row,range,experiment,plot,plotLength,plotLeng_1,rowSpacing,rowSpaci_1,alleyLengt,alleyLen_1,rowsPerPlo,uniqueID,geometry,NDVI_min,NDVI_max,NDVI_mean,NDVI_count,Year,Location,Pedigree,Rep,Block,MOplot
11,1,2021_MOH2_ALL,11,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,11,"POLYGON ((556124.7888121558 4309085.4515734315, 556124.2575066935 4309079.378770952, 556122.7393072774 4309079.511597442, 556123.2706127416 4309085.584399923, 556124.7888121558 4309085.4515734315))",0.0701492428779602,0.8134071230888367,0.24932975971314145,22254,2021,MOH2,W10004_0884/PHK76,1,2,11
12,1,2021_MOH2_ALL,12,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,12,"POLYGON ((556123.2706127416 4309085.584399923, 556122.7393072774 4309079.511597442, 556121.221107861 4309079.644423931, 556121.752413324 4309085.717226411, 556123.2706127416 4309085.584399923))",0.08631821721792221,0.8273785710334778,0.24776227653490043,22249,2021,MOH2,W10004_0037/PHK76,1,2,12
13,1,2021_MOH2_ALL,13,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,13,"POLYGON ((556121.5754672067 4309085.868012808, 556121.0441616209 4309079.795210341, 556119.525962238 4309079.928036865, 556120.0572678235 4309086.000839332, 556121.5754672067 4309085.868012808))",0.09213518351316452,0.838263213634491,0.3245323049841594,22253,2021,MOH2,Fill/HB,-1,-1,13
14,1,2021_MOH2_ALL,14,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,14,"POLYGON ((556120.0572678235 4309086.000839332, 556119.525962238 4309079.928036865, 556118.0077628527 4309080.060863388, 556118.5390684402 4309086.133665854, 556120.0572678235 4309086.000839332))",0.08456133306026459,0.8708634376525879,0.32863717852568425,22251,2021,MOH2,Fill/HB,-1,-1,14
15,1,2021_MOH2_ALL,15,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,15,"POLYGON ((556118.5221353046 4309086.08121493, 556117.9908297008 4309080.008412465, 556116.4726303056 4309080.14123899, 556117.0039359115 4309086.2140414575, 556118.5221353046 4309086.08121493))",0.09468445926904678,0.8844561576843262,0.422116485252809,22250,2021,MOH2,W10004_0065/PHK76,1,2,15
16,1,2021_MOH2_ALL,16,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,16,"POLYGON ((556114.9987311361 4309080.500844717, 556115.397869664 4309085.0629821, 556116.9160693027 4309084.930155557, 556116.515909143 4309080.356340983, 556114.9987311361 4309080.500844717))",0.13021861016750336,0.8433283567428589,0.4330746357682657,16739,2021,MOH2,W10004_0103/PHK76,1,2,16
17,1,2021_MOH2_ALL,17,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,17,"POLYGON ((556113.4068927523 4309080.659201647, 556113.7862293099 4309084.995002702, 556115.3044289842 4309084.862176139, 556114.9227206403 4309080.499265677, 556113.4068927523 4309080.659201647))",0.12623992562294006,0.8222125768661499,0.39628331621291013,15941,2021,MOH2,Fill/HB,-1,-1,17
18,1,2021_MOH2_ALL,18,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,18,"POLYGON ((556113.7702743984 4309086.550885015, 556113.238968651 4309080.478082566, 556111.720769274 4309080.6109091295, 556112.2520750245 4309086.683711579, 556113.7702743984 4309086.550885015))",0.09133301675319672,0.7840494513511658,0.2670867280882089,22254,2021,MOH2,Fill/HB,-1,-1,18
19,1,2021_MOH2_ALL,19,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,19,"POLYGON ((556111.8883865655 4309086.71553005, 556111.3570805399 4309080.642727628, 556109.8388811785 4309080.775554261, 556110.3701872028 4309086.848356685, 556111.8883865655 4309086.71553005))",0.07615339010953903,0.8528034090995789,0.23811573167614275,22249,2021,MOH2,W10004_1007/PHK76,1,2,19
20,1,2021_MOH2_ALL,20,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,20,"POLYGON ((556110.3701872028 4309086.848356685, 556109.8388811785 4309080.775554261, 556108.3206818148 4309080.908380894, 556108.8519878399 4309086.981183318, 556110.3701872028 4309086.848356685))",0.0606498159468174,0.8175628781318665,0.18860672987259572,22252,2021,MOH2,W10004_0168/PHK76,1,2,20
21,1,2021_MOH2_ALL,21,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,21,"POLYGON ((556108.6741772232 4309086.99673959, 556108.142871063 4309080.92393718, 556106.6246717079 4309081.056763846, 556107.1559778689 4309087.129566258, 556108.6741772232 4309086.99673959))",0.07746979594230652,0.7638295292854309,0.18986782391151685,22250,2021,MOH2,Fill/HB,-1,-1,21
22,1,2021_MOH2_ALL,22,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,22,"POLYGON ((556107.1559778689 4309087.129566258, 556106.6246717079 4309081.056763846, 556105.1064723516 4309081.189590515, 556105.6377785124 4309087.262392926, 556107.1559778689 4309087.129566258))",0.07864540070295334,0.7931573390960693,0.19750814197026378,22254,2021,MOH2,Fill/HB,-1,-1,22
23,1,2021_MOH2_ALL,23,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,23,"POLYGON ((556105.604209006 4309087.265329876, 556105.0729028196 4309081.1925274655, 556103.5547034654 4309081.325354142, 556104.0860096515 4309087.398156549, 556105.604209006 4309087.265329876))",0.07841397821903229,0.765932023525238,0.18700610127741327,22252,2021,MOH2,W10004_0950/PHK76,1,3,23
24,1,2021_MOH2_ALL,24,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,24,"POLYGON ((556104.0524401464 4309087.401093495, 556103.5211339348 4309081.328291087, 556102.0029345817 4309081.461117768, 556102.534240792 4309087.5339201735, 556104.0524401464 4309087.401093495))",0.07383887469768524,0.79294753074646,0.18798387065628933,22252,2021,MOH2,F42/MO17,1,-1,501
25,1,2021_MOH2_ALL,25,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,25,"POLYGON ((556102.3202000391 4309087.32868153, 556101.7888936456 4309081.255879141, 556100.2706942573 4309081.388705863, 556100.8020006506 4309087.461508254, 556102.3202000391 4309087.32868153))",0.07667659968137741,0.8060527443885803,0.19449021936379163,22249,2021,MOH2,Fill/HB,-1,-1,502
26,1,2021_MOH2_ALL,26,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,26,"POLYGON ((556100.885924414 4309087.454165861, 556100.3546180846 4309081.381363465, 556098.8364186941 4309081.514190172, 556099.3677250234 4309087.5869925665, 556100.885924414 4309087.454165861))",0.06938927620649338,0.7521894574165344,0.1789452045489013,22254,2021,MOH2,Fill/HB,-1,-1,503
27,1,2021_MOH2_ALL,27,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,27,"POLYGON ((556099.2838012545 4309087.594334941, 556098.7524948603 4309081.521532552, 556097.2342954729 4309081.6543592755, 556097.7656018657 4309087.727161663, 556099.2838012545 4309087.594334941))",0.07507675886154175,0.7542537450790405,0.19822020134925628,22253,2021,MOH2,B14A/OH43,1,-1,504
28,1,2021_MOH2_ALL,28,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,28,"POLYGON ((556097.7656018636 4309087.727161649, 556097.2342954708 4309081.654359261, 556095.716096082 4309081.787185983, 556096.2474024746 4309087.859988369, 556097.7656018636 4309087.727161649))",0.06963450461626053,0.754282534122467,0.16661652914325842,22250,2021,MOH2,B14A/H95,1,-1,505
28,2,2021_MOH2_ALL,29,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,29,"POLYGON ((556096.9150674638 4309081.218398874, 556096.3837607865 4309075.145596513, 556094.8655613231 4309075.278423295, 556095.396867998 4309081.351225656, 556096.9150674638 4309081.218398874))",0.06882289797067642,0.6973103284835815,0.1859230870241787,22251,2021,MOH2,B73/PHN82,1,-1,506
27,2,2021_MOH2_ALL,30,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,30,"POLYGON ((556098.4777472875 4309081.014027643, 556097.9464406391 4309074.94122528, 556096.4282411591 4309075.074052056, 556096.9595478072 4309081.14685442, 556098.4777472875 4309081.014027643))",0.10134387016296387,0.7866705060005188,0.255245857981102,22251,2021,MOH2,2369/LH123HT,1,-1,507
26,2,2021_MOH2_ALL,31,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,31,"POLYGON ((556099.9865043723 4309080.966593153, 556099.4551977239 4309074.893790792, 556097.9369982606 4309075.026617568, 556098.4683049088 4309081.099419932, 556099.9865043723 4309080.966593153))",0.07921084761619568,0.7994924783706665,0.19176173665488924,22253,2021,MOH2,B37/H95,1,-1,508
25,2,2021_MOH2_ALL,32,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,32,"POLYGON ((556101.5718428518 4309080.827892486, 556101.0405362563 4309074.755090118, 556099.5223367895 4309074.887916883, 556100.0536433859 4309080.96071925, 556101.5718428518 4309080.827892486))",0.07268595695495605,0.694067656993866,0.15110542485955056,22250,2021,MOH2,TX714/TX779,1,-1,509
