row,range,experiment,plot,plotLength,plotLeng_1,rowSpacing,rowSpaci_1,alleyLengt,alleyLen_1,rowsPerPlo,uniqueID,geometry,NDVI_HUE_masked_min,NDVI_HUE_masked_max,NDVI_HUE_masked_mean,NDVI_HUE_masked_count,Year,Location,Pedigree,Rep,Block,MOplot
5,2,2021_MOH2_ALL,52,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,52,"POLYGON ((556134.0373617252 4309078.551325737, 556133.5060567749 4309072.478523206, 556131.9878573393 4309072.611349566, 556132.5191622917 4309078.684152097, 556134.0373617252 4309078.551325737))",0.4573928713798523,0.9209662079811096,0.7918716847324723,6775,2021,MOH2,W10004_0179/PHK76,1,1,42
4,2,2021_MOH2_ALL,53,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,53,"POLYGON ((556135.7083800348 4309078.185257513, 556135.1770751791 4309072.112454972, 556133.6588756959 4309072.245281305, 556134.1901805503 4309078.318083845, 556135.7083800348 4309078.185257513))",0.42820724844932556,0.9189271330833435,0.7694223587334382,7623,2021,MOH2,W10004_0430/PHK76,1,1,43
3,2,2021_MOH2_ALL,54,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,54,"POLYGON ((556137.3616944312 4309078.243569012, 556136.8303896965 4309072.170766459, 556135.3121902462 4309072.303592765, 556135.8434949818 4309078.376395317, 556137.3616944312 4309078.243569012))",0.3357149660587311,0.9006779193878174,0.7624713491001945,6425,2021,MOH2,W10004_0741/PHK76,1,1,44
2,2,2021_MOH2_ALL,55,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,55,"POLYGON ((556138.8798938803 4309078.110742707, 556138.3485891456 4309072.037940153, 556136.8303896965 4309072.170766459, 556137.3616944312 4309078.243569012, 556138.8798938803 4309078.110742707))",0.28462284803390503,0.8994626998901367,0.7525121780192204,5554,2021,MOH2,W10004_0822/PHK76,1,1,45
1,2,2021_MOH2_ALL,56,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,56,"POLYGON ((556140.3980933294 4309077.977916403, 556139.8667885954 4309071.905113849, 556138.3485891456 4309072.037940153, 556138.8798938803 4309078.110742707, 556140.3980933294 4309077.977916403))",0.36911508440971375,0.9016731977462769,0.7429049421885853,4319,2021,MOH2,W10004_0271/PHK76,1,1,46
1,3,2021_MOH2_ALL,57,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,57,"POLYGON ((556139.996661207 4309071.843011782, 556139.4653565666 4309065.770209219, 556137.9471571023 4309065.903035499, 556138.4784617426 4309071.975838061, 556139.996661207 4309071.843011782))",0.44484370946884155,0.9086430668830872,0.7586646306818182,6875,2021,MOH2,W10004_0892/PHK76,1,5,47
2,3,2021_MOH2_ALL,58,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,58,"POLYGON ((556138.4646139499 4309072.010876074, 556137.9333093009 4309065.938073515, 556136.4151098445 4309066.070899798, 556136.9464144923 4309072.143702358, 556138.4646139499 4309072.010876074))",0.38797202706336975,0.9103689193725586,0.767816075054477,7572,2021,MOH2,W10004_0966/PHK76,1,5,48
3,3,2021_MOH2_ALL,59,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,59,"POLYGON ((556136.7099594729 4309072.147476261, 556136.178654644 4309066.074673717, 556134.660455192 4309066.207500046, 556135.1917600194 4309072.280302589, 556136.7099594729 4309072.147476261))",0.4167340099811554,0.9057612419128418,0.7774650162053258,7135,2021,MOH2,W10004_0732/PHK76,1,5,49
4,3,2021_MOH2_ALL,60,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,60,"POLYGON ((556135.1888230783 4309072.24673304, 556134.6575182446 4309066.173930497, 556133.1393187871 4309066.306756825, 556133.6706236206 4309072.37955937, 556135.1888230783 4309072.24673304))",0.4400971531867981,0.9277470707893372,0.7883522492564442,7565,2021,MOH2,W10004_0798/PHK76,1,5,50
5,3,2021_MOH2_ALL,61,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,61,"POLYGON ((556133.4907405478 4309072.496776431, 556132.9594355865 4309066.4239739, 556131.4412361538 4309066.556800266, 556131.9725411161 4309072.6296027955, 556133.4907405478 4309072.496776431))",0.37451493740081787,0.9172188639640808,0.7812706583336448,6689,2021,MOH2,W10004_0078/PHK76,1,5,51
6,3,2021_MOH2_ALL,62,20,6.09599999073408,30,0.76200000077724,42,1.066800001088136,2,62,"POLYGON ((556131.9834519646 4309072.560995271, 556131.4521470048 4309066.488192742, 556129.9339475598 4309066.621019102, 556130.4652525194 4309072.693821631, 556131.9834519646 4309072.560995271))",0.46090349555015564,0.9093424677848816,0.7766862558175686,6634,2021,MOH2,W10004_0129/PHK76,1,5,52
