204,8,8,
205,9,8,
206,10,9,
207,10,8,
208,9,8,
209,9,8,
210,9,8,
211,10,8,
212,10,7,
213,10,8,
214,10,9,
215,9,9,
216,9,9,
217,9,8,
218,8,7,
219,4,6,
220,6,7,
221,8,8,
222,8,8,
223,9,6,
224,2,6,
225,4,4,
226,8,3,
227,9,1,
228,10,4,
229,7,3,
230,8,6,
231,9,7,
232,8,8,
233,7,6,
234,10,8,
235,10,8,
236,10,10,
237,9,9,
238,9,7,
239,10,9,
240,10,8,
241,6,8,
242,8,8,
243,8,7,
244,9,9,
245,4,8,
246,10,9,
247,10,8,
248,9,7,
249,9,8,
250,6,6,
251,9,9,
252,5,8,
253,4,1,
254,7,8,
255,6,3,
256,9,6,
257,10,7,
258,10,5,
259,9,7,
260,3,1,
261,3,3,
262,10,7,
263,2,3,
264,1,1,
265,5,6,
266,10,7,
267,10,9,
268,10,9,
269,10,8,
270,10,8,
271,7,9,
272,8,8,
273,9,8,
274,6,4,
275,1,1,
276,6,6,
277,7,6,
278,4,1,
279,8,2,
280,3,1,
281,5,1,
282,3,1,
283,7,4,
284,7,1,
285,10,8,
286,8,1,
287,9,5,
288,4,1,
289,10,7,
290,10,8,
291,10,7,
292,10,8,
293,4,6,
294,6,6,
295,8,8,
296,9,1,
297,8,1,
298,2,2,
299,8,5,
300,10,6,
301,9,6,
302,1,1,
303,8,7,
304,8,8,
305,3,6,
306,1,2,
307,2,5,
308,2,6,
309,7,1,
310,4,1,
311,2,2,
312,6,3,
313,5,5,
314,4,5,
315,2,1,
316,4,1,
317,4,2,
318,8,3,
319,2,4,
320,6,5,
321,5,6,
322,8,7,
323,10,8,
324,10,8,
325,10,8,
326,4,3,
327,6,8,
328,4,7,
329,2,1,
330,4,5,
331,9,7,
332,10,8,
333,8,1,
334,3,1,
335,1,1,
336,1,2,
337,1,1,
338,2,1,
339,5,1,
340,6,1,
341,4,1,
342,1,1,
343,6,5,
344,7,7,
345,5,6,
346,10,7,
347,10,8,
348,10,4,
349,2,6,
350,1,7,
351,7,6,
352,8,7,
353,2,5,
354,1,3,
355,7,3,
356,4,2,
357,6,4,
358,7,6,
359,7,5,
360,8,7,
361,2,2,
362,1,1,
363,1,1,
364,1,1,
365,1,2,
366,3,2,
367,2,2,
368,1,1,
369,3,2,
370,1,4,
371,1,1,
372,1,1,
373,2,1,
374,4,4,
375,5,3,
376,4,4,
377,6,6,
378,8,5,
379,8,7,
380,6,8,
381,9,9,
382,7,8,
383,4,6,
384,4,6,
385,1,1,
386,3,6,
387,2,1,
388,1,1,
389,1,1,
390,2,4,
391,1,1,
392,1,1,
393,2,1,
394,1,1,
395,1,1,
396,4,1,
397,3,1,
398,2,1,
399,1,1,
400,1,1,
401,6,8,
402,1,3,
403,7,8,
404,10,9,
405,9,9,
406,9,6,
407,2,3,
408,2,2,
409,2,3,
410,1,1,
411,2,2,
412,3,1,
413,1,2,
414,1,1,
415,1,1,
416,1,1,
417,4,4,
418,1,1,
419,1,1,
420,1,1,
421,1,1,
422,1,1,
423,1,1,
424,1,1,
425,2,3,
426,2,4,
427,2,1,
428,1,1,
429,1,1,
430,2,1,
431,2,2,
432,2,5,
433,2,2,
434,1,2,
435,6,3,
436,9,8,
437,10,9,
438,5,7,
439,8,8,
440,3,6,
441,1,1,
442,1,1,
443,2,6,
444,1,1,
445,1,1,
446,1,1,
447,1,1,
448,1,1,
449,1,1,
450,1,1,
451,1,1,
452,1,1,
453,1,1,
454,4,5,
455,2,4,
456,2,1,
457,1,1,
458,2,1,
459,2,6,
460,9,8,
461,3,2,
462,1,1,
463,2,3,
464,1,2,
465,1,1,
466,1,1,
467,1,1,
468,1,1,
469,1,1,
470,1,1,
471,1,1,
472,2,2,
473,1,1,
474,1,1,
475,1,1,
476,1,2,
477,1,1,
478,1,1,
479,1,1,
480,1,1,
481,2,1,
482,1,1,
483,1,1,
484,1,1,
485,1,1,
486,1,1,
487,1,1,
488,2,1,
489,2,2,
490,3,4,
491,4,2,
492,3,4,
493,7,6,
494,7,5,
495,3,4,
496,1,1,
497,2,2,
498,1,1,
499,1,1,
500,1,1,
501,1,1,
502,1,1,
503,1,1,
504,1,1,
505,1,1,
506,1,1,
507,1,1,
508,1,1,
509,1,1,
510,1,1,
511,1,2,
512,2,2,
513,2,1,
514,2,4,
515,6,6,
516,8,8,
517,4,2,
518,2,2,
519,1,2,
520,1,1,
521,1,1,
522,1,1,
523,1,1,
524,1,1,
525,1,1,
526,1,1,
527,1,1,
528,1,1,
529,1,1,
530,1,1,
531,1,1,
532,1,1,
533,1,1,
534,1,1,
535,2,1,
536,1,1,
537,1,1,
538,1,1,
539,1,1,
540,1,1,
541,1,1,
542,1,1,
543,2,1,
544,1,1,
545,1,1,
546,1,1,
547,5,2,
548,9,3,
549,1,1,
550,2,4,
551,1,2,
552,1,1,
553,1,1,
554,2,1,
555,1,1,
556,1,1,
557,1,1,
558,1,1,
559,1,1,
560,1,1,
561,1,1,
562,1,1,
563,1,1,
564,1,1,
565,1,1,
566,1,1,
567,1,1,
568,1,1,
569,1,1,
570,1,1,
571,3,1,
572,6,4,
573,6,6,
574,1,1,
575,1,1,
576,1,1,
577,1,1,
578,1,1,
579,1,1,
580,1,1,
581,1,1,
582,1,1,
583,1,1,
584,1,1,
585,2,1,
586,1,1,
587,1,1,
588,1,1,
589,1,1,
590,1,1,
591,1,1,
592,1,1,
593,1,1,
594,1,1,
595,1,1,
596,1,1,
597,1,1,
598,1,1,
599,1,1,
600,1,1,
601,1,1,
602,1,1,
603,3,1,
604,6,2,
605,4,3,
606,2,1,
607,1,1,
608,1,1,
609,1,1,
610,1,1,
611,1,1,
612,1,1,
613,2,1,
614,1,1,
615,1,1,
616,1,1,
